Source,Target
That idea is out_of_the_blue.,	Ý tưởng đó đến hoàn toàn bất ngờ.
I think I bit_off_more_than_I_could_chew with this project.,Tôi nghĩ mình đã ôm đồm quá nhiều với dự án này.
Don’t cry_over_spilled_milk.,	Đừng khóc vì chuyện đã qua.
I'll have the order done_quick_as_a_flash,Tôi sẽ hoàn thành đơn của bạn nhanh như tia chớp
We can get the documents you need_chop_chop.,Chúng tôi có thể lấy tài liệu của bạn một cách nhanh chóng
"My husband may not be the world’s most glamorous guy, but he_brings_home_the_bacon.","Chồng tôi có thể không phải là một người quyến rũ nhất thế giới, nhưng anh ta là trụ cột trong gia đình."
I’ll be pushing_up_daisies before my daughter decides to get married.,Tôi sẽ chết trước khi con gái tôi quyết định kết hôn.
We're going to be late. Put_the_pedal_to_the_metal!,Chúng ta sẽ muộn mất. Hãy lái nhanh nhất có thể!
The_ball_is_in_your_court_now.,	Quyết định giờ là ở bạn.
"Once_upon_a_time, there was a girl living inside that forest.","Ngày xưa, có một cô gái sống trong khu rừng đó."
The new engine design is our ace_in_the_hole – but we have to keep it secret from our competitors.,Cái động cơ mới của ta là lợi thế bí mật của ta – ta phải giữ bí mật với đối thủ cạnh tranh
She let_the_cat_out_of_the_box and fnally told her parents aboụt her plans of getting married.,Cô ấy đã để lộ bí mật và cuối cùng nói với bố mẹ về kế hoạch kết hôn của mình.
I'll keep_an_good_eye on your house when you're gone,Tôi sẽ trông nom ngôi nhà của bạn cẩn thận khi bạn đi vắng.
It’s nice to slow down at the week-end and take_it_+easy.,Thật tuyệt khi được thư giãn vào cuối tuần.
Dad will hit_the_roof when he finds out I dented the car.,Bố sẽ nổi giận lắm khi phát hiện ra tôi làm móp xe.
I think he’ll blow_his_top when you give him the news.,Tôi nghĩ anh ấy sẽ nổi điên khi bạn bao tin đó cho anh ấy.
"I’m afraid that if we don’t find a solution, we’ll go_belly_up within a year.","Tôi sợ rằng nếu chúng ta không tìm ra được một giải pháp, ta sẽ phá sản trong vòng một năm."
"You have to work hard—no pain, no gain",Bạn phải làm việc chăm chỉ—không đau thì không thành công.
The market is open_around_the_clock.,Cửa hàng luôn mở cửa cả ngày.
"When Mina was in her teens she looked ordinary, but in her early 20s she turned_into_a_real_knockout! ","Khi Mina còn ở tuổi thiếu niên, cô ta nhìn rất bình thường nhưng ở độ tuổi 20 cô ấy biến thành một người phụ nữ rất xinh đẹp"
We had a_whale_of_a_time on holiday.,Chúng tôi đã có một kỳ nghỉ tuyệt vời
Sophia made me trusted her. But then she stabbed_me_in_the_back ,Sophia đã làm tôi tin tưởng cô ấy. Rồi cô ta phản bội tôi.
I suddenly lose touch with Mina,Tôi đột nhiên mất liên lạc với Mina.
He kicked_the_bucket last night.,Ông ấy đã qua đời tối qua.
Jim is a_straight_arrow,Jim là một người đáng tin cậy
We’re wasting our time on_small_potatoes!,Chúng ta đang lãng phí thời gian vỡi những công việc nhỏ vặt!
She spilled_the_beans about the wedding plans.,Cô ấy đã tiết lộ kế hoạch đám cưới.
I will be_on_your_side through thick_and_thin.,Tôi sẽ luôn ở bên bạn dù nó có khó khăn đến đâu
It was a_blessing_in_disguise.,Đó là vận may trong cái rủi.
Hit_the_nail_in_the_head,Nói đúng trọng tâm.
"My husband may not be the world’s most glamorous guy, but he_brings_home_the_bacon.","Chồng tôi có thể không phải là một người quyến rũ nhất thế giới, nhưng anh ta là trụ cột trong gia đình."
He jumped_the_gun and sent it early.,Anh ấy vội vàng và gửi nó quá sớm.
You’re skating_on_thin_ice by arriving late again.,Cậu đang cực liều khi lại đến muộn đấy.
The whole evidance was sweep_under_the_rug,Tất cả bằng chừng đã được giấu 1 cách kỹ càng
Let’s get_the_ball_rolling on this project.,	Hãy bắt đầu dự án này thôi.
"Although he just came, he already knew which_way_the_wind_blows.","Mặc dù anh ta vừa tới, nhưng anh ta đã có thể biết rằng chuyện gì đang sảy ra."
He's going_around_the_bend.,Anh ấy đang mất trí.
The market is open_around_the_clock.,Cửa hàng luôn mở cửa cả ngày.
That idea is out_of_the_blue.,	Ý tưởng đó đến hoàn toàn bất ngờ.
I think I bit_off_more_than_I_could_chew with this project.,Tôi nghĩ mình đã ôm đồm quá nhiều với dự án này.
Don't give up!—practice_makes_perfect.,Đừng bỏ cuộc!—có công mài sắt có ngày lên kim.
"Better leave her alone, don't_fuel_the_fire!","Để cô ấy yên, đừng có châm dầu vào lửa!"
She’s a_tough_cookie in negotiations.,Cô ấy rất cứng rắn khi đàm phán.
Only the_top_banana can make a decision,Chỉ có người cầm quyền có thể đưa ra quyết định.
One_drop_of_poison_infects_the_whole_of_wine.,Một con sâu làm rầu nồi canh.
His sickness was a_blessing_in_disguise,Căn bệnh của anh ta hóa ra là một phước lành.
He got_home_all_in_one_piece despite the storm,Anh ấy đã về nhà trọn vẹn mặc dù có cơn bão.
He didn't_bat_an_eye when he realised he failed the exam.,Anh ấy không bất ngờ khi anh ấy nhận ra anh đã trượt kì thi.
He's in_hot_water for missing the deadline.,Anh ấy gặp rắc rối vì trễ hạn
Long_story_short: she sold it.,Nói tóm lại: cô ấy đã bán nó.
The new engine design is our ace_in_the_hole – but we have to keep it secret from our competitors.,Cái động cơ mới của ta là lợi thế bí mật của ta – ta phải giữ bí mật với đối thủ cạnh tranh
Ten_to_one I'm going to win.,Tôi rất có thể sẽ thắng.
This problem is getting_out_of_hand.,Vấn đề này đang trở nên mất kiểm soát.
We better_hit_the_road.,Chúng ta nên đi thôi.
I'll keep_an_good_eye on your house when you're gone,Tôi sẽ trông nom ngôi nhà của bạn cẩn thận khi bạn đi vắng.
"Sure, I’ll go out with Cynthia again. When_pigs_fly ",Tôi sẽ đi chơi với Cynthia khi nào lợn mọc cánh mà bay.
That idea is out_of_the_blue.,	Ý tưởng đó đến hoàn toàn bất ngờ.
Please come in and make_yourself_at_home.,Hãy vào và tự nhiên như ở nhà.
I wouldn't want a nine-to-five job.,Tôi không muốn một công việc thường ngày.
It was her chance to speak and she was getting_cold_feet.,Đó là cơ hội để cô ấy lên tiếng nhưng cô ấy lại cảm thấy lo lắng.
"Come_hell_or_high_water,we will be in New York.","Cho dù thứ gì sảy ra đi chăng nữa, chúng ta sẽ đến New York."
Don’t_judge_a_book_by_its_cover,Đừng nhìn mặt bắt hình dong
That idea is out_of_the_blue.,	Ý tưởng đó đến hoàn toàn bất ngờ.
I’ll be pushing_up_daisies before my daughter decides to get married.,Tôi sẽ chết trước khi con gái tôi quyết định kết hôn.
You should both see_eye_to_eye if you want this resolved.,Hai bạn nên có cùng một quan điểm riêng nếu bạn muốn giải quyết vấn đề này.
"My grandmother is 92 years old, but she’s still sharp_as_a_tack.",Bà tôi đã 92 tuổi rồi nhưng bà ấy vẫn rất nhanh nhẹn.
It's time to break_the_ice and introduce yourself.,Đã đến lúc phá vỡ khoảng cách và giới thiệu bản thân.
It's been_a_month_of_Sundays since I saw you last!,Đã lâu rồi tôi không gặp bạn.
At the end she won only_by_a_whisker,Cô ấy đã thắng với một khoảng cách rất ngắn.
break_a_leg,chúc may mắn
Don't bring up old arguments; let_sleeping_dogs_lie.,Đừng khơi lại chuyện cũ; hãy để quá khứ yên.
You've lost_touch with him.,Bạn đã mất liên lạc với anh ấy.
Better_make_hay_while_sun_shines!,Việc hôm nay chớ để ngày mai!
Buying that car cost_me_an_arm_and_a_leg.,Mua chiếc xe đó khiến tôi tốn cả gia tài.
He was looking_a_little_green around the gills when he came to work today.,Anh ấy trông hơi ốm khi anh đến nơi làm việc hôm nay
"Losing the job was tough, but every cloud has a_silver_lining.","Mất việc thật khó khăn, nhưng trong cái rủi có cái may."
"If you think I'm going to eat it, you're_all_wet!","Nếu bạn nghĩ rằng tôi sẽ ăn nó, bạn sai rồi!"
New Year's Eve is just_around_the_corner!,Giao thừa sắp đến rồi!
You're really throwing caution_to_the_wind.,Bạn đang không cẩn thận một chút nào.
He told us to recount the story in_a_nutshell,Anh ấy bảo chúng tôi kể lại câu chuyện một cách ngắn gọn.
I have a_million_and_one ideas.,Tôi có rất nhiều ý tưởng.
It's time to break_the_ice and introduce yourself.,Đã đến lúc phá vỡ khoảng cách và giới thiệu bản thân.
One_drop_of_poison_infects_the_whole_of_wine.,Một con sâu làm rầu nồi canh.
We better_hit_the_road.,Chúng ta nên đi thôi.
I decided to bite_the_bullet and take the exam,	Tôi quyết định cắn răng chịu đựng và đi thi.
Don't give up!—practice_makes_perfect.,Đừng bỏ cuộc!—có công mài sắt có ngày lên kim.
"I’m really_in_a_pickle. I spent all the money I had saved, and I have no way to pay next semester’s tuition bill.",Tôi thực sự đang gặp rắc rối. Tôi đã tiêu hết tiền tiết kiệm của mình và tôi không có cách nào để trả tiền cho học kỳ tới.
He kicked_the_bucket last year.,Ông ấy đã qua đời năm ngoái
"Losing the job was tough, but every cloud has a_silver_lining.","Mất việc thật khó khăn, nhưng trong cái rủi có cái may."
I’m feeling_under_the_weather today.,	Hôm nay tôi thấy không khỏe.
Her presentation was_on_point,Bài thuyết trình của cô ấy rất hoàn hảo.
I have a_million_and_one ideas.,Tôi có rất nhiều ý tưởng.
My younger brother is the_apple_of_my_eye.,Em trai tôi chính là con ngươi trong mắt tôi.
She stole_my_thunder by announcing the news first,Cô ấy cướp mất sự chú ý của tôi bằng cách thông báo tin trước.
He’s got_cold_feet about the wedding.,	Anh ấy cảm thấy lo lắng trước đám cưới.
"If you think I'm going to eat it, you're_all_wet!","Nếu bạn nghĩ rằng tôi sẽ ăn nó, bạn sai rồi!"
The noise caused all the neighbors to go_nuts.,Cái tiếng ồn đó đã làm tất cả hàng xóm phát điên.
Don't bring up old arguments; let_sleeping_dogs_lie.,Đừng khơi lại chuyện cũ; hãy để quá khứ yên.
I’ll be pushing_up_daisies before my daughter decides to get married.,Tôi sẽ chết trước khi con gái tôi quyết định kết hôn.
You’re barking_up_the_wrong_tree.,Bạn đang hiểu nhầm rồi.
 I have to hit_the_books this weekend — I have two exams next week,"Tôi phải học cuối tuần này, tuần sau tôi có 2 bài kiểm tra."
"Come_hell_or_high_water,we will be in New York.","Cho dù thứ gì sảy ra đi chăng nữa, chúng ta sẽ đến New York."
It was her chance to speak and she was getting_cold_feet.,Đó là cơ hội để cô ấy lên tiếng nhưng cô ấy lại cảm thấy lo lắng.
You're going to follow him? Are you out_of_your_guard?,Bạn sẽ đi theo anh ấy sao? Bạn bị điên à?
"She is a small lady,but she is one tough cookie.",Cô ấy dù nhỏ nhưng rất kiên cường.
Jim is a_straight_arrow,Jim là một người đáng tin cậy
 it's time to hit_the_books ,Đã đến lúc học rồi.
He’s got_cold_feet about the wedding.,	Anh ấy cảm thấy lo lắng trước đám cưới.
As_pretty_as_paint.,Đẹp như tranh
We can get the documents you need_chop_chop.,Chúng tôi có thể lấy tài liệu của bạn một cách nhanh chóng
Speak_of_the_devil—here he comes!,"Vừa nhắc đến anh ta—anh ta đến kìa!"""
I’m feeling_under_the_weather today.,	Hôm nay tôi thấy không khỏe.
The news was music_to_my_ears.,Bản tin đó như là nhạc cho tai tôi vậy.
The plan went_down_in_flames.,Kế hoạch thành ra thảm bại.
We can get the documents you need_chop_chop.,Chúng tôi có thể lấy tài liệu của bạn một cách nhanh chóng
"If you wait for him to finish his part of the project, you’ll be waiting_till_the_cows come home ","Nếu bạn đợi anh ấy hoàn thành công việc của anh ấy trong dự ăn, bạn sẽ phải đợi anh ấy rất lâu đó."
I made it by_the_skin_of_my_teeth.,Tôi gần như không làm được.
I think he’ll blow_his_top when you give him the news.,Tôi nghĩ anh ấy sẽ nổi điên khi bạn bao tin đó cho anh ấy.
Let’s get_the_ball_rolling on this project.,	Hãy bắt đầu dự án này thôi.
He was completely in_the_dark about what happened,Anh ấy không biết gì về chuyện vừa xảy ra.
Don't cry_over_spilled_milk.,Đừng than vãn chuyện đã rồi. 
It was the_last_straw that made her quit.,Đó là giọt nước tràn ly khiến cô ấy bỏ việc.
